ID	creator	title	title-alt-script	publisher	to split 1	clusteredPlaces	clusteredPublisher	date	language	imagecount
nybc205869	Opatoshu, Joseph, 1886-1954	Gezamlṭe Ṿerḳ	געזאמלטע ווערק	Ṿilne : B. Ḳletsḳin	Ṿilne 	Ṿilna	B. Ḳletsḳin	1928	yid	346
nybc205870	Opatoshu, Joseph, 1886-1954	Gezamlṭe Ṿerḳ	געזאמלטע ווערק	Ṿilne : B. Ḳletsḳin	Ṿilne 	Ṿilna	B. Ḳletsḳin	1928	yid	234
nybc205871	Opatoshu, Joseph, 1886-1954	Gezamlṭe Ṿerḳ	געזאמלטע ווערק	Ṿilne : B. Ḳletsḳin	Ṿilne 	Ṿilna	B. Ḳletsḳin	1928	yid	230
nybc205872	Opatoshu, Joseph, 1886-1954	Gezamlṭe Ṿerḳ	געזאמלטע ווערק	Ṿilne : B. Ḳletsḳin	Ṿilne 	Ṿilna	B. Ḳletsḳin	1928	yid	242
nybc205873	Opatoshu, Joseph, 1886-1954	Gezamlṭe Ṿerḳ	געזאמלטע ווערק	Ṿilne : B. Ḳletsḳin	Ṿilne 	Ṿilna	B. Ḳletsḳin	1928	yid	258
nybc205874	Opatoshu, Joseph, 1886-1954	Gezamlṭe Ṿerḳ	געזאמלטע ווערק	Ṿilne : B. Ḳletsḳin	Ṿilne 	Ṿilna	B. Ḳletsḳin	1928	yid	376
nybc205875	Opatoshu, Joseph, 1886-1954	Gezamlṭe Ṿerḳ	געזאמלטע ווערק	Ṿilne : B. Ḳletsḳin	Ṿilne 	Ṿilna	B. Ḳletsḳin	1928	yid	296
nybc205876	Opatoshu, Joseph, 1886-1954	Gezamlṭe Ṿerḳ	געזאמלטע ווערק	Ṿilne : B. Ḳletsḳin	Ṿilne 	Ṿilna	B. Ḳletsḳin	1928	yid	256
nybc205877	Opatoshu, Joseph, 1886-1954	Gezamlṭe Ṿerḳ	געזאמלטע ווערק	Ṿilne : B. Ḳletsḳin	Ṿilne 	Ṿilna	B. Ḳletsḳin	1928	yid	258
nybc205879	Opatoshu, Joseph, 1886-1954	In Poylishe ṿelder roman	אין פוילישע וועלדער : ראמאן	Nyu Yorḳ : M.N. Mayzel	Nyu Yorḳ 	New York, N.Y.	M.N. Mayzel	1921	yid	368
nybc205880	Opatoshu, Joseph, 1886-1954	Unṭerṿelṭ	אונטערוועלט	Ṿarshe : Farlag Ḳulṭur-lige	Ṿarshe 	Warsaw	Farlag Ḳulṭur-lige	1918	yid	252
nybc205881	Opatoshu, Joseph, 1886-1954	Unṭerṿelṭ	אונטערוועלט	Nyu-Yorḳ : Liṭerarisher ferlag	Nyu-Yorḳ 	New York, N.Y.	Liṭerarisher ferlag	1918	yid	216
nybc205883	Osman, Israel, 1887-	Dos bukh fun nisyoynes̀ (fun ḳeler alṭe sheymes̀)	דאס בוך פון נסיונות : (פון קעלער אלטע שמות)	Los Angeles : Eygene	Los Angeles 	Los Angeles	Eygene	1926	yid	290
nybc205884	Opatoshu, Joseph, 1886-1954	Hibru roman	היברו : ראמאן	Nyu Yorḳ : Maḳs N. Mayzel farlag far Yidisher liṭeraṭur un ṿisenshafṭ	Nyu Yorḳ 	New York, N.Y.	Maḳs N. Mayzel farlag far Yidisher liṭeraṭur un ṿisenshafṭ	1920	yid	278
nybc205885	Afros, Itzchok, 1892-	Umruiḳe yorn lider un poemes	אומרואיקע יארן : לידער און פאעמעס	Los Andzsheles : Itsḥaḳ Afros bukh-komiṭeṭ	Los Andzsheles 	Los Angeles	Itsḥaḳ Afros bukh-komiṭeṭ	1951	yid	162
nybc205886	Efros, Israel, 1891-1981	Heymloze Yidn a bazukh in di Yidishe lagern in Doytshland	היימלאזע יידן : א באזוך אין די יידישע לאגערן אין דייטשלאנד	Buenos-Ayres : Tsenṭral-farband fun Poylishe Yidn in Argenṭine ; Sao Paoulo : Hilfs-farband fun Poylishe Yidn in Sao-Paoulo	Buenos-Ayres 	Buenos Ayres	Tsenṭral-farband fun Poylishe Yidn in Argenṭine ; Sao Paoulo : Hilfs-farband fun Poylishe Yidn in Sao-Paoulo	1947	yid	270
nybc205887	Efrati, Ḥ. (Ḥaṿah), b. 1870	Yidishe geshikhṭe far shul un hoyz	יידישע געשיכטע פאר שול און הויז	Nyu-Yorḳ : Sṭar Hibru bukh ḳompani	Nyu-Yorḳ 	New York, N.Y.	Sṭar Hibru bukh ḳompani	[19--]	yid	182
nybc205888	Efrati, Ḥ. (Ḥaṿah), b. 1870	Yidishe geshikhṭe far shul un hoyz	יידישע געשיכטע פאר שול און הויז	Nyu-Yorḳ : Sṭar Hibru bukh ḳompani	Nyu-Yorḳ 	New York, N.Y.	Sṭar Hibru bukh ḳompani	[19--]	yid	210
nybc205891	Efrati, Mosheh, 1913-	Di Yidn fun di leymene heyzlekh	די יידן פון די ליימענע הייזלעך	Tel-Aviv : Mifrats	Tel-Aviv 	Tel-Aviv	Mifrats	1965	yid	408
nybc205892	Axenfeld, Israel, 1787-1866	Dos shṭern-ṭikhl ; un, Der ershṭer Yidisher reḳruṭ	דאס שטערן-טיכל	Buenos Aires : Yosef Lifshits-fond fun der Liṭeraṭur-gezelshafṭ baym Yiṿo	Buenos Aires 	Buenos Ayres	Yosef Lifshits-fond fun der liṭeraṭur-gezelshafṭ baym Yiṿo	1971	yid	290
nybc205893	Axelrod, Selik, 1904-1941	Lider zamlbukh	לידער : זאמלונג	Nyu-Yorḳ : Iḳuf	Nyu-Yorḳ 	New York, N.Y.	Iḳuf	1961	yid	82
nybc205894	Akerman, Henich, 1901-1970	Khʼbin ḳeynmol nishṭ aṿeḳ fun der heym	כ'בין קיינמאל נישט אוועק פון דער היים	Tel-Aviv : Y.L. Perets	Tel-Aviv 	Tel-Aviv	Y.L. Perets	1962	yid	340
nybc205895	Apter, S., 1907-	Tsṿishn shṭeṭ Dertseylungen	צווישן שטעט : דערציילונגען	Ṭoronṭo : Farlag Ḳamf	Ṭoronṭo 	Ṭoronṭo	Farlag Ḳamf	1936	yid	134
nybc205896	Apter, S., 1907-	Di maranen-mishpoḥeh Da Silṿa hisṭorisher roman fun di anusim in Brazil un Porṭugal in onheyb 18ṭn y.h.	"די מאראנען-משפחה דא סילווא : היסטארישער ראמאן פון די אנוסים אין בראזיל און פארטוגאל אין אנהייב 18טן י""ה"	Tel-Aviv : Y.L. Perets	Tel-Aviv 	Tel-Aviv	Y.L. Perets	1982	yid	434
nybc205898	Opatoshu, Joseph, 1886-1954	A roman fun a ferd-ganev un andere dertseylungen	א ראמאן פין א פערד גנב : און אנדערע דערציילונגען	Ṿarshe : Ḳulṭur lige	Ṿarshe 	Warsaw	Ḳulṭur-lige	1924	yid	240
nybc205899	Opatoshu, Joseph, 1886-1954	Tsṿishn yamen un lender a rayze ḳeyn Ertsiśroel	צווישן ימען און לענדער : א רייזע קיין ארץ-ישראל	Nyu-Yorḳ : Sheyndl	Nyu-Yorḳ 	New York, N.Y.	Sheyndl	1937	yid	82
nybc205900	Okrutny, Iosef, 1906-	Ṿortslen zenen dorshṭiḳ roman	ווארצלען זענען דארשטיק : ראמאן	Buenos-Ayres : Svive	Buenos-Ayres 	Buenos Ayres	Svive	1964	yid	298
nybc205901	Okrutny, Iosef, 1906-	Orem gliḳ	ארעם גליק	Buenos-Ayres : Bukh-ḳomiṭeṭ un Yidisher penḳlub in Nyu-Yorḳ	Buenos-Ayres 	Buenos Ayres	Bukh-ḳomiṭeṭ un Yidisher penḳlub in Nyu-Yorḳ	1966	yid	410
nybc205903	Okrutny, Iosef, 1906-	Eseyen fun harbsṭiḳn gemiṭ	עסייען פון הארבסטיקן געמיט	Tel-Aviv, Yiśroel : Farlag Y.L. Perets	Tel-Aviv, Yiśroel 	Tel-Aviv, Yiśroel	Farlag Y.L. Perets	1980	yid	424
nybc205904	Okrutny, Iosef, 1906-	Tsṿishn grenetsn	צווישן גרענעצן	"Tel-Aviv, Yiśraʼel : Farlag ""Nay-lebn"""	Tel-Aviv, Yiśraʼel 	Tel-Aviv, Yiśroel	Farlag Nay-lebn	1982	yid	324
nybc205905	Apter, S., 1907-	In der Roymisher geṭo hisṭorisher roman fun Idishn lebn ...	אין דער רוימישער געטא : היסטארישער ראמאן פון אידישן לעבן	[Nyu Yorḳ] : Iḳuf	[Nyu Yorḳ] 	New York, N.Y.	Iḳuf	1946	yid	378
nybc205906	Opochinsky, Peretz, 1895-1943	Gezamlṭe shrifṭn	געזאמלטע שריפטן	Nyu-Yorḳ : Rineh Oper-Opoṭshinsḳi	Nyu-Yorḳ 	New York, N.Y.	Rineh Oper-Opoṭshinsḳi	1951	yid	210
nybc205908	Okrutny, Iosef, 1906-	Lang iz der ṿinṭer	לאנג איז דער ווינטער	Buenos-Aires : Farlag Svive	Buenos-Aires 	Buenos Ayres	Farlag Svive	1970	yid	342
nybc205909	Okrutny, Iosef, 1906-	Ṭoybe ṭeriṭorye	טויבע טעריטאריע	Buenos-Ayres : Farlag Svive	Buenos-Ayres 	Buenos Ayres	Farlag Svive	1973	yid	370
nybc205910	Apteker, Jacob	Di elṭsṭe dray tanakh iberzetsungen	די עלטסטע דריי תנך-איבערזעצונג	Tel Aviv : ha-Menorah	Tel Aviv 	Tel-Aviv	ha-Menorah	1972	yid	286
nybc205911	Okrutny, Iosef, 1906-	Unṭer leymene dekher moṭiṿn fun Soṿeṭishe yorn	אונטער ליימענע דעכער : מאטיוון פון סאוועטישע יארן	Buenos Ayres : Farlag Svive	Buenos Ayres 	Buenos Ayres	Farlag Svive	1957	yid	346
nybc205912	Opatoshu, Joseph, 1886-1954	Yidish un Yidishḳayṭ eseyen	יידיש און יידישקייט : עסייען	Rio De Zshaneyro : [o. fg.]	Rio De Zshaneyro 	Rio de Janeiro	o. fg.,	1952	yid	114
nybc205914	Apter, S., 1907-	Der bunṭ un andere dertseylungen	דער בונט : און אנדערע דערציילונגען	Nyu-Yorḳ : Iḳuf	Nyu-Yorḳ 	New York, N.Y.	Iḳuf	1942	yid	98
nybc205915	Opalov, David	Morgnroyṭ un demerung lider	מארגנרויט און דעמערונג : לידער	"Nyu-Yorḳ : Farlag ""Fraynṭ"""	Nyu-Yorḳ 	New York, N.Y.	"Farlag ""Fraynṭ"""	1940	yid	66
nybc205916	Oḳun, Zalman	Lider	לידער	Nuarḳ, Nyu Dzshoyrzi : Minsḳer brenṭsh 451, Arbeṭer ring	Nuarḳ, Nyu Dzshoyrzi 	Nuarḳ, Nyu Dzshoyrzi	Minsḳer brenṭsh 451, Arbeṭer ring	1927	yid	102
nybc205917	Akerman, Rivke	Poemen un lider fun payn	פאעמען און לידער פון פיין	Pariz : [s.n.]	Pariz 	Paris	s.n.	1957	yid	102
nybc205918	Okrutny, Iosef, 1906-	Di ḳrom fun di fir ṿinṭn	די קראם פון פיר ווינטן	Buenos Ayres : Svive	Buenos Ayres 	Buenos Ayres	Svive	1974	yid	308
nybc205919	Okrutny, Iosef, 1906-	A shṭeyn tsuḳopns	א שטיין צוקאפנס	Buenos-Ayres : Svive	Buenos-Ayres 	Buenos Ayres	Svive	1960	yid	386
nybc205920	Aronowski, Eliezer	Gezang fun ḳonṭinenṭn lider un poemen	געזאנג פון קאנטינענטן : לידער און פאעמען	"Haṿana : ""Haṿaner lebn"""	Haṿana 	Haṿana	Haṿaner lebn	1951	yid	240
nybc205921	Aronowski, Eliezer	Ṭropishe likhṭ lider un poemen fun Ḳuba	טראפישע ליכט : לידער און פאעמען פון קובא	Haṿana : Aroysgegebn fun redaḳtsye Oyfgang	Haṿana 	Haṿana	Aroysgegebn fun redaḳtsye Oyfgang	1930	yid	230
nybc205922	Aronoff, Joseph, 1882-1974	Der mamen a briṿele aynaḳṭer	דער מאמען א בריוועלע: איינאקטאר	Monṭreal, Ḳanade : Y. Aronof	Monṭreal, Ḳanade 	Monṭreal, Ḳanade	Y. Aronof	1962	yid	26
nybc205923	Aronowski, Eliezer	Marti poeme	מארטי : פאעמע	Haṿana : [o. fg.]	Haṿana 	Haṿana	o. fg.,	1953	yid	124
nybc205924	Aronowski, Eliezer	Ḳuba lider un poemen	קובא : לידער און פאעמען	"[Tel Aviv] : Farlag ""Nay-lebn"""	[Tel Aviv] 	Tel-Aviv	Farlag Nay-lebn	1983	yid	210
nybc205925	Aronoff, Joseph, 1882-1974	A Plea to the United Nations = A Gebet tsu der Yu-En	א געבעט צו דער יו-ען	Monṭreal : [h.mo.l]	Monṭreal 	Monṭreal	h.mo.l	1955	yid	146
nybc205926	Rozshansḳi, Shemuʼel, 1902-	Rumenish anṭologye ; fragmenṭn fun forsharbeṭn tsu der kharaḳṭerisṭiḳ, zikhroynes̀, bilder	עלנטע יידן : פראגמענטן פון פארשארבעטן צו דער כאראקטעריסטיק זכרונות, בילדר	Buenos Aires : Liṭeraṭur-gezelshafṭ baym Yiṿo in Argenṭine	Buenos Aires 	Buenos Ayres	Liṭeraṭur-gezelshafṭ baym Yiṿo in Argenṭine	1981	yid	242
nybc205927	Rozshansḳi, Shemuʼel, 1902-	Ḳatseṭlers anṭologye : fragmenṭn fun forsharbeṭn tsu der kharaḳṭerisṭiḳ, zikhroynes̀, bilder	קאצעטלרס : אנטאלאגיע : פראגמענטן פון פארשארבעטן צו דער כאראקטעריסטיק, זכרונות, בילדער	Buenos Aires : Liṭeraṭur-gezelshafṭ baym Yiṿo in Argenṭine	Buenos Aires 	Buenos Ayres	Liṭeraṭur-gezelshafṭ baym Yiṿo in Argenṭine	1982	yid	250
nybc205928	Rozshansḳi, Shemuʼel, 1902-	Tanakhishe yerushe anṭologye : fragmenṭn fun forsharbeṭn tsu der kharaḳṭerisṭiḳ, zikhroynes̀, bilder	תנכישע ירושה : אנטאלאגיע : פראגמענטן פון פארשארבעטן צו דער כאראקטעריסטיק, זכרונות, בילדער	Buenos Aires : Liṭeraṭur-gezelshafṭ baym Yiṿo in Argenṭine	Buenos Aires 	Buenos Ayres	Liṭeraṭur-gezelshafṭ baym Yiṿo in Argenṭine	1982	yid	242
nybc205929	Bassin, Morris, 1889-	Anṭologye finf hunderṭ yohr Idishe poezye	אנטאלאגיע	Nyu Yorḳ : Dos bukh	Nyu Yorḳ 	New York, N.Y.	Dos bukh	1917	yid	328
nybc205930	Bassin, Morris, 1889-	Anṭologye finf hunderṭ yohr Idishe poezye	אנטאלאגיע	Nyu Yorḳ : Dos bukh	Nyu Yorḳ 	New York, N.Y.	Dos bukh	1917	yid	322
nybc205932	Rozshansḳi, Shemuʼel, 1902-	Ḳriṭiḳ, porṭreṭ, polemiḳ : anṭologye : fragmenṭn fun forsharbeṭn tsu der kharaḳṭerisṭiḳ, zikhroynes̀, bilder	קריטיק, פארטרעט, פאלעמיק : אנטאלאגיע : פראגמענטן פון פארשארבעטן צו דער כאראקטעריסטיק, זכרונות, בילדער	Buenos Aires : Liṭeraṭur-gezelshafṭ baym Yiṿo in Argenṭine	Buenos Aires 	Buenos Ayres	Liṭeraṭur-gezelshafṭ baym YIṾO in Argenṭine	1982	yid	242
nybc205933	Opatoshu, Joseph, 1886-1954	In Poylishe ṿelder roman	אין פוילישע וועלדער : ראמאן	Ṿarshe : Ḳulṭur-lige	Ṿarshe 	Warsaw	Ḳulṭur-lige	1922	yid	346
nybc205935	Opatoshu, Joseph, 1886-1954	Ṿen Poyln iz gefaln	ווען פוילן איז געפאלן	"Buenos Ayres : Farlag ""Yidish"""	Buenos Ayres 	Buenos Ayres	Farlag Yidish	1945	yid	352
nybc205936		Opaṭoshu bibliografye	אפאטאשו ביבליאגראפיע	Nyu-Yorḳ : Aroysgegebn fun (Mlaṿer-Bendiner) Y. Opaṭoshu brenṭsh 639, Arbeṭer-ring	Nyu-Yorḳ 	New York, N.Y.	Aroysgegebn fun (Mlaṿer-Bendiner) Y. Opaṭoshu brenṭsh 639, Arbeṭer-ring	1937	yid	78
nybc205937	Orzeszkowa, Eliza, 1842-1910	Meír Yezefoṿiṭsh	מאיר יעזעפאוויטש	Ṿarshe : Idish	Ṿarshe 	Warsaw	Idish	1920	yid	382
nybc205938	Orzhitzer, A. M. (Abraham Mordecai), 1913-	Di shṭoṭ miṭ shmole himlen noṿeln un dertseylungen	די שטאט מיט שמאלע הימלען : נאוועלן און דערציילונגען	Tel-Aviv : Eygener	Tel-Aviv 	Tel-Aviv	Eygener	1962	yid	166
nybc205939	Orzeszkowa, Eliza, 1842-1910	Geḳlibene shrifṭen	געקליבענע שריפטען	Ṿilna : Sh. Shreberḳ	Ṿilna 	Ṿilne	Sh. Shreberḳ	1910	yid	196
nybc205940	Aronson, Gregor, 1887-1968	Di Yidishe problem in Soṿeṭ Rusland (sakhakl un oysfirn)	די יידישע פראבלעם אין סאוועט רוסלאנד (סך-הכלן און אויספירן)	Nyu-Yorḳ : Ṿeḳer, Yidisher sotsyalisṭisher farband in Ameriḳe	Nyu-Yorḳ 	New York, N.Y.	Ṿeḳer, Yidisher sotsyalisṭisher farband in Ameriḳe	1944	yid	180
nybc205941	Orlean, Judah Loeb	Yidish lebn lern-bukh far Yaades̀	יידיש לעבן : לערן-בוך פאר יהדות	Lundun : [o.fg.]	Lundun 	London	o. fg.,	[19--]	yid	154
nybc205942	Orlin, Mordecai	Lite (Lithuania)	ליטע	Nyu Yorḳ : Ḳulṭur	Nyu Yorḳ 	New York, N.Y.	Ḳulṭur	1921	yid	66
nybc205943	Ehrlich, Joseph	Ṿolbrom	וואלבראם	Tel-Aviv : Farlag Y.L. Perets	Tel-Aviv 	Tel-Aviv	Farlag Y.L. Perets	1963	heb	96
nybc205944	Orlowski, S. N	Unṭer der hershafṭ fun di ḳalifn hisṭorisher roman oys dem Arabishn lebn fun IX yorhunderṭ	אונטער דער הערשאפט פון די קאליפן : היסטארישער ראמאן אויס דעם אראבישן לעבן פון IX יארהונדערט	Ṿilna : B. Ḳletsḳin	Ṿilna 	Ṿilne	B. Ḳletsḳin	1925	yid	362
nybc205945	Ardichev, H	In shṭrom fun leben ertseyhlungen fun dem Idishen leben in Ameriḳa	אין שטראם פון לעבען : ערצייהלונגען פון דעם אידישען לעבען אין אמעריקא	Nuyorḳ : Ferlag Rusland-Ameriḳa	Nuyorḳ 	New York, N.Y.	Ferlag Rusland-Ameriḳa	1909	yid	230
nybc205946	Bovshover, Joseph, 1873-1915	Der arbeṭer dor in Ameriḳe	דער ארבעטער-דור אין אמעריקע	Buenos Aires : Yosef Lifshits fond fun der liṭeraṭur-gezelshafṭ baym Yiṿo	Buenos Aires 	Buenos Ayres	Yosef Lifshits-fond fun der liṭeraṭur-gezelshafṭ baym Yiṿo	1972	yid	224
nybc205947	Shifris, M., 1897-1977	Arbeṭer shul lernbukh farn ferṭn yor	ארבעטער שול : לערנבוך פארן פערטן יאר	Nyu Yorḳ : Inṭernatsyonaler Arbeṭer Ordn	Nyu Yorḳ 	New York, N.Y.	Inṭernatsyonaler arbeṭer ordn	1934	yid	210
nybc205948		Der Arbeyṭer ring zamel bukh soṿenyer, der tsehnṭer yehrlikher ḳonṿenshon geṿidmeṭ 1910	דער ארבייטער רינג זאמעל בוך : סאוועיער, גקר צעהנטער יעהרליכער קאנווענשאן געווידמעט 1910	Nyu Yorḳ : Tsehnṭen yehrlikhen ḳonṿenshon ḳonferents	Nyu Yorḳ 	New York, N.Y.	Tsehnṭen yehrlikhen ḳonṿenshon ḳonferents	1910	yid	290
nybc205950		Der arbeṭer deḳlamaṭor	דער ארבעטער עקלאמאטאר	Ṿarshe : A. Giṭlin	Ṿarshe 	Warsaw	A. Giṭlin	1920	yid	200
nybc205951	Aaronson, M. (Michael), b. 1879	In Tsien's ṿayngerṭner poemen un baladen	אין ציון'ס וויינגערטנער : פאעמען און באלאדען	Nyu Yorḳ : [o. fg.]	Nyu Yorḳ 	New York, N.Y.	o. fg.,	1936	yid	130
nybc205952	Arzheshka, Eliza	Mirṭala roman	מירטאלא : ראמאן	Ṿarsha : B. Shimin	Ṿarsha 	Warsaw	B. Shimin	1911	yid	202
nybc205953	Artusky, I	Yid, menṭsh, sotsialisṭ Y. Arṭusḳi ondenḳ-bukh	ייד, מענטש, סאציאליסט : י.ארטוסקי אנדענק-בוך	Tel-Aviv : Y. Arṭusḳi bukh-ḳomiṭeṭ tsu der finfṭer yortsayṭ	Tel-Aviv 	Tel-Aviv	Y. Arṭusḳi bukh-ḳomiṭeṭ tsu der finfṭer yortsayṭ	1976	yid	418
nybc205954	Art︠s︡ybashev, M. (Mikhail), 1878-1927	Mener	מענער	Ṿarshe : Shelomoh Goldfarb	Ṿarshe 	Warsaw	Shelomoh Goldfarb	1929	yid	248
nybc205955	Art︠s︡ybashev, M. (Mikhail), 1878-1927	Der letsṭer shṭriḳh roman in tsvey bend	דער לעצטער שטריך ראמאן : ראמאן אין צוויי בענד	Nyu-Yorḳ : M. Yanḳoṿits	Nyu-Yorḳ 	New York, N.Y.	M. Yanḳoṿits	[19--]	yid	354
nybc205956	Art︠s︡ybashev, M. (Mikhail), 1878-1927	Der letsṭer shṭriḳh roman in tsvey bend	דער לעצטער שטריך ראמאן : ראמאן אין צוויי בענד	Nyu-Yorḳ : M. Yanḳoṿits	Nyu-Yorḳ 	New York, N.Y.	M. Yanḳoṿits	[19--]	yid	316
nybc205958	Art︠s︡ybashev, M. (Mikhail), 1878-1927	Tsṿey groyse ertsehlungen Di gefalene un di reṭer ; groyl un finsṭernish	צוויי גרויסע ערצעהלונגען : די געפאלענע און די רעטער, גרויל און פינסטערניס	Nyu Yorḳ : Maḳs N. Mayzel	Nyu Yorḳ 	New York, N.Y.	Maḳs N. Mayzel	1916	yid	152
nybc205959	Art︠s︡ybashev, M. (Mikhail), 1878-1927	Tsvey groyse ertsehlungen fun M. Artseybasheṿ : Dos lebn far'n folḳ ; Di shḳlaṿin	צוויי גרויסע ערציילונגען פון מ. ארצייבאשעוו : דאס לעבען פאר'ן פאלק ; דישקלאווין	Nyu Yorḳ : Maḳs N. Mayzel	Nyu Yorḳ 	New York, N.Y.	Maḳs N. Mayzel	1916	yid	188
nybc205960	Art︠s︡ybashev, M. (Mikhail), 1878-1927	Eyferzukhṭ a drama in finf aḳṭn	אייפערזוכט : א דראמא אין פינף אקטען	Nyu Yorḳ : M. Gureṿiṭsh	Nyu Yorḳ 	New York, N.Y.	M. Gureṿiṭsh	1914	yid	114
nybc205961	Artzt, Walter Volf	Yisker lider	יזכור : לידער	New York : Foundation for future generations	New York 	New York, N.Y.	Foundation for future generations	1989	yid	186
nybc205962	Yafeh, Mordekhai, d. 1961	Erets-Yiśraʼel in der Yidisher liṭeraṭur anṭologye	ארץ ישראל אין דער יידישער ליטעראטור : אנטאלאגיע	Tel Aviv : Y.L. Perets	Tel Aviv 	Tel-Aviv	Y.L. Perets	1961	yid	454
nybc205963	Orenstein, Benjamin	Dos lebn un shafn fun Dr. Filip Fridman ḳurtser bio-bibliografisher iberbliḳ	"דאס לעבן און שאפן פון ד""ר פיליפ פרידמאן : קורצער ביא-ביבליאגראפישער איבערבליק"	Monṭreal : Yidisher Ḳulṭur Ḳlub	Monṭreal 	Monṭreal	Yidisher Ḳulṭur Ḳlub	1962	yid	58
nybc205964	Orenstein, Benjamin	Sotsiale problemen bay Yidn in der Natsi-epokhe (Social problems of Jews in the Nazi epoch)	סאציאלע פראבלעמען ביי יידן אין דער נאצי-עפאכע	Monṭreal : Yidisher ḳulṭur ḳlub	Monṭreal 	Monṭreal	Yidisher Ḳulṭur Ḳlub	1964	yid	54
nybc205965	Orenstein, Benjamin, 1914-1974	Eṭishe problemen bay Yidn in der Natsi-epokhe	עטישע פראבלעמען ביי יידן אין דער נאצי-עפאכע	Monṭreal : Yidisher ḳulṭur ḳlub	Monṭreal 	Monṭreal	Yidisher ḳulṭur ḳlub	1964	yid	46
nybc205966	Ornstein, Shimon	Gerangl	געראנגל	Tel-Aviv : Y.L. Perets	Tel-Aviv 	Tel-Aviv	Y.L. Perets	1980	yid	482
nybc205967	Arnshṭeyn, Marḳ, d. 1942 or 3	Dramaṭishe shrifṭn	דראמאטישע שריפטן	Ṿarshe : Ḳulṭur-lige	Ṿarshe 	Warsaw	Ḳulṭur-lige	1926	yid	276
nybc205968	Arnshṭeyn, Marḳ, d. 1942 or 3	Dramaṭishe shrifṭn	דראמאטישע שריפטן	Ṿarshe : Ḳulṭur-lige	Ṿarshe 	Warsaw	Ḳulṭur-lige	1926	yid	138
nybc205970	Art︠s︡ybashev, M. (Mikhail), 1878-1927	Sanin roman	סאנין : ראמאן	Nyu Yorḳ : Maḳs Yanḳovits	Nyu Yorḳ 	New York, N.Y.	Maḳs Yanḳovits	1949	yid	322
nybc205971	Art︠s︡ybashev, M. (Mikhail), 1878-1927	Di froyen oysgeḳlibine noṿelen	די פרויען : אויסגעקליבענע נאוועלען	New York : Max Jankowitz	New York 	New York, N.Y.	Max Jankowitz	[19--]	yid	162
nybc205972	Art︠s︡ybashev, M. (Mikhail), 1878-1927	Di froy ṿos shṭehṭ in miṭen	די פרוי וואס שטעהט אין מיטען	Nyu Yorḳ : Maḳs M. Mayzel	Nyu Yorḳ 	New York, N.Y.	Maḳs M. Mayzel	1916	yid	178
